SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Mon May 06 13:46:39 CDT 2013
User: Students
Dark Spectrum Present: Yes
Reference Spectrum Present: Yes
Number of Sampled Component Spectra: 1
Spectrometers: USB4H00887
Integration Time (usec): 100000 (USB4H00887)
Spectra Averaged: 10 (USB4H00887)
Boxcar Smoothing: 5 (USB4H00887)
Correct for Electrical Dark: No (USB4H00887)
Strobe/Lamp Enabled: No (USB4H00887)
Correct for Detector Non-linearity: No (USB4H00887)
Correct for Stray Light: No (USB4H00887)
Number of Pixels in Processed Spectrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
345.83	-10.04
346.05	-10.04
346.26	-10.04
346.48	9.83
346.70	-6.96
346.92	-5.73
347.14	-8.06
347.35	-7.71
347.57	-8.17
347.79	-10.48
348.01	-10.76
348.23	-7.15
348.44	-6.39
348.66	-6.98
348.88	-5.19
349.10	-6.91
349.32	-3.95
349.53	-1.10
349.75	-3.85
349.97	-0.54
350.19	1.10
350.41	2.89
350.62	2.83
350.84	1.60
351.06	0.60
351.28	1.62
351.50	5.64
351.71	2.72
351.93	2.64
352.15	7.63
352.37	4.41
352.58	4.00
352.80	4.32
353.02	5.66
353.24	7.22
353.46	5.51
353.67	3.85
353.89	0.89
354.11	0.67
354.33	0.20
354.54	-0.86
354.76	1.25
354.98	3.09
355.20	1.69
355.41	-1.40
355.63	-1.56
355.85	-1.84
356.07	-2.96
356.28	-3.44
356.50	-2.53
356.72	0.76
356.94	0.48
357.15	-0.95
357.37	-3.02
357.59	-0.47
357.81	-2.35
358.02	-1.68
358.24	5.05
358.46	8.73
358.68	9.81
358.89	9.96
359.11	6.31
359.33	8.25
359.55	7.80
359.76	7.28
359.98	4.11
360.20	8.02
360.42	8.92
360.63	1.21
360.85	-5.36
361.07	-5.83
361.29	-5.88
361.50	-6.78
361.72	-6.72
361.94	-7.26
362.15	-5.98
362.37	-4.21
362.59	-4.69
362.81	-4.51
363.02	-0.24
363.24	0.78
363.46	0.35
363.68	-0.73
363.89	1.82
364.11	-0.04
364.33	2.72
364.54	0.69
364.76	0.19
364.98	1.36
365.20	-3.87
365.41	-8.49
365.63	-4.13
365.85	-3.70
366.06	-2.38
366.28	-2.44
366.50	-2.55
366.71	-2.83
366.93	-1.06
367.15	1.23
367.37	0.80
367.58	4.54
367.80	8.45
368.02	8.28
368.23	7.89
368.45	6.81
368.67	7.28
368.88	5.06
369.10	4.77
369.32	4.95
369.53	2.61
369.75	3.05
369.97	2.09
370.19	1.27
370.40	1.43
370.62	4.52
370.84	5.94
371.05	4.28
371.27	4.84
371.49	4.00
371.70	2.83
371.92	4.65
372.14	1.73
372.35	3.80
372.57	6.01
372.79	4.28
373.00	4.13
373.22	4.88
373.44	5.19
373.65	7.75
373.87	7.47
374.09	6.52
374.30	4.90
374.52	5.72
374.74	5.64
374.95	1.40
375.17	5.64
375.39	3.69
375.60	-0.89
375.82	-0.99
376.04	-1.47
376.25	-1.15
376.47	2.74
376.68	1.68
376.90	2.18
377.12	1.84
377.33	2.12
377.55	0.35
377.77	-0.93
377.98	1.45
378.20	4.39
378.42	5.62
378.63	7.78
378.85	6.33
379.07	7.61
379.28	4.64
379.50	7.30
379.71	10.82
379.93	8.90
380.15	10.26
380.36	11.54
380.58	12.25
380.80	12.05
381.01	10.95
381.23	10.69
381.44	10.84
381.66	14.54
381.88	11.67
382.09	8.53
382.31	9.72
382.53	10.85
382.74	11.58
382.96	9.92
383.17	5.14
383.39	2.94
383.61	4.49
383.82	3.28
384.04	2.10
384.25	4.67
384.47	6.13
384.69	3.17
384.90	2.10
385.12	-0.13
385.33	-1.14
385.55	2.90
385.77	2.96
385.98	0.52
386.20	0.07
386.41	0.02
386.63	-3.20
386.85	-2.18
387.06	-1.21
387.28	0.11
387.49	2.33
387.71	2.16
387.93	0.24
388.14	2.03
388.36	2.29
388.57	5.88
388.79	6.48
389.01	7.97
389.22	7.69
389.44	9.01
389.65	7.93
389.87	8.55
390.08	9.76
390.30	11.43
390.52	10.74
390.73	13.78
390.95	12.03
391.16	10.20
391.38	9.63
391.59	6.83
391.81	6.39
392.03	3.54
392.24	-0.04
392.46	-1.06
392.67	0.47
392.89	1.15
393.10	-0.34
393.32	-2.42
393.53	-3.22
393.75	-4.28
393.97	-1.71
394.18	-2.66
394.40	0.41
394.61	3.13
394.83	0.88
395.04	-0.50
395.26	-2.01
395.47	-1.86
395.69	0.43
395.91	-1.68
396.12	-0.88
396.34	0.47
396.55	1.02
396.77	0.00
396.98	-2.96
397.20	-0.24
397.41	0.20
397.63	-0.35
397.84	-4.71
398.06	-6.18
398.27	0.78
398.49	0.39
398.71	-2.68
398.92	-3.52
399.14	-1.58
399.35	-0.20
399.57	-2.20
399.78	-4.24
400.00	-4.47
400.21	-2.85
400.43	-5.53
400.64	-8.10
400.86	-7.11
401.07	-4.38
401.29	-3.65
401.50	-6.05
401.72	-8.19
401.93	-6.13
402.15	-4.77
402.36	-4.69
402.58	-3.57
402.79	-0.97
403.01	-1.60
403.22	-1.88
403.44	-4.00
403.65	-4.24
403.87	1.36
404.08	4.88
404.30	2.40
404.51	1.40
404.73	3.72
404.94	4.28
405.16	4.99
405.37	6.74
405.59	8.60
405.80	7.00
406.02	5.92
406.23	2.01
406.45	-2.05
406.66	0.37
406.88	-2.70
407.09	-4.04
407.31	-2.36
407.52	-6.59
407.74	-6.74
407.95	-9.89
408.17	-5.66
408.38	-3.28
408.60	-4.82
408.81	-0.73
409.03	-0.34
409.24	0.74
409.45	1.69
409.67	-0.52
409.88	3.84
410.10	2.01
410.31	2.63
410.53	-3.31
410.74	-4.67
410.96	-5.40
411.17	-8.43
411.39	-10.37
411.60	-8.86
411.82	-10.52
412.03	-10.30
412.24	-9.76
412.46	-8.77
412.67	-11.75
412.89	-10.48
413.10	-8.86
413.32	-7.28
413.53	-7.21
413.75	-9.46
413.96	-9.96
414.17	-7.71
414.39	-6.67
414.60	-7.54
414.82	-8.10
415.03	-5.32
415.25	0.61
415.46	2.59
415.68	4.49
415.89	11.00
416.10	11.80
416.32	14.08
416.53	14.52
416.75	13.16
416.96	11.82
417.18	10.11
417.39	9.96
417.60	6.91
417.82	4.41
418.03	3.48
418.25	-0.02
418.46	5.42
418.67	5.60
418.89	5.16
419.10	4.67
419.32	5.60
419.53	4.82
419.75	5.34
419.96	2.63
420.17	2.35
420.39	4.21
420.60	2.66
420.82	-0.78
421.03	-2.42
421.24	-5.60
421.46	-5.64
421.67	-6.57
421.89	-0.84
422.10	-2.22
422.31	-1.55
422.53	-3.72
422.74	-5.98
422.96	-7.48
423.17	-8.40
423.38	-8.02
423.60	-6.98
423.81	-4.60
424.03	-2.61
424.24	-4.80
424.45	-3.98
424.67	-1.79
424.88	-0.67
425.09	-0.00
425.31	-1.56
425.52	0.30
425.74	-0.20
425.95	1.77
426.16	0.58
426.38	-3.22
426.59	-1.99
426.80	-1.17
427.02	-1.23
427.23	0.20
427.45	-0.41
427.66	3.18
427.87	3.59
428.09	5.85
428.30	5.79
428.51	6.93
428.73	8.08
428.94	6.09
429.15	3.65
